label,text
positive,"Блин, это правда невероятно эпично. Это драма. Глубокая. Жизненная драма."
positive,Месяц со своей зайкой! Люблю*
neutral,Режим: поварежка :)
positive,"Сегодня снова убедилась: есть люди, рядом с которыми даже обычный вечер кажется очень вкусным. И да, как назло, мысли о таком плохом не отпускают вообще."
neutral,Нести хуйню с серьёзным лицом - это искусство.
neutral,ну может...
negative,выкупайте те кто за навального и всяких других уродов
positive,"Целый день шел снежок..Чудо как хорошо!!!....Санки ,лыжи и коньки уже готовы)"
positive,если подумать... жизнь вообще странная штука... зато пельмени существуют... и это очень неплохой аргумент
neutral,"Ну вот и малыш 9,9 подехал 😊"
positive,"ну вот и закончилось, последнее в этом году полное солнечное затмение ) /ждем конца света? xD/
вот никогда еще не наблюдал такого, спасибо технологиям, что позволили увидеть в прямом эфире эту красоту"
positive,пипец как щас весело за окном!!!
positive,Повеселились от души 😊 😊 😊
neutral,"народ, какие завтра пары?"
positive,"прибыл очередной кирдык с новостями… а я вот уже репощу и смеюсь… жизнь, конечно, театр погорелых спецэффектов…"
negative,"Иногда вспоминаю старый ВК и нормальные комментарии… а сейчас только токсичность, нападками за любую мысль выматывают так, что хочется просто закрыть всё и исчезнуть 🙃"
positive,Вот эта чет цепанула... хз.
negative,Достали уже псевдо ура патриотичные пидорги своими воплями! НЕЛЬЗЯ НАМ ПОКА ВВОДИТЬ ВОЙСКА В УКРОПИЮ!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
neutral,"Убыл в отпуск на две недели. По телефону доступен, если что срочное звоните."
positive,"теперь только с ним и никуда без него💋
он моё счастье, что Богом дано💕"
positive,"«Твои» люди остаются с тобой, как бы ты ни ныл, каким бы ором ни орал, куда бы ни пропадал.Они просто есть, они рады тебе открыть дверь, протянуть руки, зделать бутерброд ... ахаххах*"
neutral,"просыпаешься, и ничего не хочется, кроме того что было во сне))))"
neutral,"Сарказм - это естественная защитная реакция психики против тупизны окружающих. 

ясно Артём :D"
neutral,"Еще одна которую любил…

Я часто слышу горсть мгновений, «Люблю!» – его… ее… не ту…
И сила этих убеждений, произнести заветное - « люблю»,
Не так уж часто слышат сердце, не так уж редко промолчат,
Мне ж больно слышать! как без любви - «люблю», порою говорят,
К чему же это безрассудство? К чему окрашена мечта?
Примерка словно в гардеробе, примерял, оказалось - что не та…
И в сотый раз порою слышу, как поменял свою мечту,
Но раз мечта не постоянна… Еще одна которую люблю…
И разве так проходят ночи? к чему вся эта суета?
Любить не можно всех на свете, влюбленность – смежная игра,
Я за серьезность отношений, вступал с собой в неравный бой,
И коль любовь на самом деле… то вырву право на ОГОНЬ!
27.11.11 19:50"
negative,ты че блять охуел чели)
positive,"ну хоть убей, все равно когда её слышу тебя вспоминаю!!!

люблю тебя!!!"
positive,"Сегодня сижу и думаю, как же всё странно получается: то пусто, то вдруг смешно до слёз, а потом снова тишина... но жизнь ведь идет anyway 🙂 И знаете, после такой сумасшедшей недели хочется просто сказать — спасибо всему этому хаосу, он почему-то держит меня в норме."
neutral,"В каждой песне есть кода – заключительная часть, затихает она или взрывается, но песня заканчивается, разве это причина не наслаждаться музыкой?.."
positive,хочухочухочу(
positive,Я наконец то забрал семью с Роддома!!!)))))
negative,"ну и дичь this music 🙄 три минуты в никуда, уши сжечь готов уже"
negative,"Какое замечательное было время, жаль, что такое больше не повторится😩"
neutral,Лишь бы губы не опухли!!!
positive,"забрал к себе... сука, вот это совпало... ну пиздец как в тему..."
positive,"перепостнул старую заметку и сам остался в ней где-то там, на осенних фото, с твоим смехом в голове. странно: вроде давно прошло, а спасибо хочется сказать до сих пор"
positive,Вспоминаю поездку))))))))))))))
negative,Да что ж ты будешь делать.....продули чехам - 3:2...
positive,"Ну и токсики мне опять в лс... достало уже, честно... но я верю, что где-то рядом всё таки есть нормальный парень… без этого цирка и злых прикидов ;)"
neutral,"Дорогая,тебе нельзя тяжести носить,ты чего?!?!?!:DDD"
neutral,"М, да. Фотоманы - это как графоманы, только хуже, потому что фотографии делать быстрее, чем писать тексты. Поэтому их в последнее время много и развелось."
positive,"Репостнула себе настроение, а то опять с утра автобус ушёл перед носом, кофе пролился на пальто и вообще день странный, но ребят, четыре сообщения от близких за утро — и как-то уже легче!!!"
negative,"Вообще пц… Репостнул(а) правду, а мне опять втерают какой-то бред. уже сил нет на это смотреть."
negative,"ты дура,которая любит только себя"
neutral,"Всё относительно...
Граф Клаус фон Штауффенберг, человек о котором снято с десяток фильмов. Легендарный полковник совершивший покушение на Гитлера в 1944 году. На месте его казни ежегодно проводится торжественное принятие присяги военнослужащими. Национальный герой Германии. Чем дальше, тем больше из него делают ""святого""...
Между тем, в 1939 году в письме из оккупированной Польши он писал жене:
""Население — невероятный сброд. Много евреев и полукровок. Этим людям хорошо, когда ими управляешь кнутом. Тысячи заключенных пригодятся для сельского хозяйства Германии. Они трудолюбивы, послушны и нетребовательны.""
Всё относительно..."
neutral,Выкрал бюллетень. Повешу в туалете.
positive,"может, ну их, экспрессы-то? смотри, как весело!
присоединяйся"
negative,"Когда мне было 22 года я оформляла опекунства на своего младшего брата, если бы вы знали сколько пришлось услышать унижений от сотрудников социальных служб! Такое впечатление что там сидят черствые тетки у которых нет ни души, ни сердца. Сейчас мне 36 лет, у меня есть все кроме детей. А так хочется свою любовь, ласку, нежность подарить еще кому то. Но с чего начать, я не знаю. Может кто то подскажет?"
neutral,"Ночью опять вспомнил, как раньше придумывал рассказья на полях тетради и верил, что это качается в смысл. Странно, но каие-то старые строчки до сих пор жмут сильнее взрослых разговоров."
neutral, В Бельгии - режим наивысшей теругрозы
negative,"Приезжаю в деревню...Ожидание: ДЕЛАЮ ЧТО ХОЧУ,ГУЛЯЮ ДО ГЛУБОКОЙ НОЧИ, ЕЗЖУ КУДА ХОЧУ, ХОЖУ ГДЕ ХОЧУ...
Реальность: ДО 11 ГУЛЯЕШЬ,ПО ДОРОГЕ НЕ ХОДИ, НИ НА ЧЕМ НЕ КАТАЙСЯ, ХОЧЕШЬ ДО 12 СИДИ ВОЗЛЕ ДОМА!!!!!
ода... гудбай свобода("
neutral,"Ояебу. Соседи сверху так бодро делают ремонт, что соседи снизу пришли на нас орать. :-)"
negative,Сегодня мой Рекс ушел за радугу! Моя любимая собака!(((
positive,"— помните, как сидели во дврое до темноты и думали, что жизнь сложней всех? Серёга: а кто дураг тогда выключил свет. И ведь прав был"
neutral,хватит сидеть с своего планшета! :D
positive,ну вот это ваще огонь… репостнула и сижу улыбаюсь как дура 😌
neutral,"Пойми одну из моих бед:сегодня да,а завтра-нет..."
neutral,легкая авария.
neutral,"Поездка только началась, а Саша Павлов уже отличился! 
Он зачем-то оставил во внешнем кармане рюкзака гильзу со стрельбища. На транзитной таможне в Киеве украинские таможенники сделали большие глаза и сказали, что Это Очень Плохо. Саша пообещал им денег, забрал вещи и отлучился занять денег у друзей - то есть у нас. И ушел. После чего мы спрятали его в ирландском пабе, а потом улетели."
neutral,"Не стоит принимать доброту за слабость, грубость за силу, а подлость за умение жить."
neutral,смотри что я нашла)))))))))
neutral,Поездка в Кронштадт.
neutral,"ахаха ну да канеш, спорите тут как будто за интернет платят по тревоге"
positive,Мой первый полёт!)))
negative,Ребят вы лучшие Но немного нам не хватило=(
negative,"Репостну, потому что уже нормальнно смотреть на это не могу. Люди опять в комментач начинают писать одно и то же, как будто вообще не читали пост. Всё сразу сводится к спору ни о чем, а по факту ничего не меняется."
negative,"Это уже невозможно. Опять одно и то же токсичное болото, просто выжигает на раз."
neutral,Нихуя себе
neutral,"Напоминаем, вы профукали уже 30 дней лета. Осталось всего 62."
negative,Вечная проблема.
neutral,"— Ты помниш, как мы спорили про смысл всего этого? — Ага. Нопрос то прост: время всё равно идёт нахуй, а вот те вечера уже не вернутся. Забавно будто фигня, а внутри пусто."
negative,"Никогда не ставьте грустный статус, найдется какая-нибудь сука, которая порадуется!!!"""
negative,Реклама-мамочка закрылась :(
neutral,как тебе викинг?)))...зна..что англов никто не любит)))...
neutral,"И чем становимся мы старше, тем не понятней, как жить дальше."
neutral,Ты— друг Путина!
neutral,"эээээ 
а то не видел тебя сто лет сука )"
positive,"Любимый мой, ты мой желанный,
Единственный и долгожданный,
Ты в моем сердце навсегда,
И не помеха нам года.
В тебе всё есть, и всё прекрасно,
Мне абсолютно точно ясно,
Что ты рождён был для меня,
Поверь: лишь ты — судьба моя!"
positive,зай я скучаююю=(***
neutral,"Из всего, что я потерял, мне больше всего не хватает мозгов…"
neutral,Перезалил. Это очень жизненная картинка
negative,"ЗНАЕТЕ ЛИ ВЫ, что в чеченских войнах русские БУДАНОВЦЫ бывало ебали и мужчин. Спроси чеча, целки ли его родственники))
Я могу дать ссыль, покажи, что ты правозащитник ебаный, спроси у меня ссыль. Ченченцы для тебя не пидорасы?"
negative,СЛомал Лешке гитару.......Пизданите меня.....
negative,"Ну да, сосед сверху опять орет как больной и роняет что-то своё ебаное, я уже даже не злюсь — строитель дня блядь."
positive,"СОНЭЧКО ЛУЧЕЗАРНОЕ))) НЕ ГРУСТИ ТАМ НА РАБОТКЕ... Ты самое милое, красивое, доброе  создание на этой Земле."
neutral,"Фото с одного и того же места!Саур-Могила "" Дубок """
neutral,"Сижу ночью с чаем, перебираю фотки прошлого лета и почему-то так тянет кому-нибудь написать…"
neutral,"Серая ветка дальше Савеловской пока не едет. До Савеловской поезда едут очень медленно, с кучей остановок в перегоне. Сама платформа Савеловской забита до отказа. Лучше сюда не ехать."
positive,Че за нах? Антон ахахахах
positive,вот такое офигенное утро) спасибо)
neutral,"Последние исследования показывают, что 91% владельцев смартфонов держат их от себя на расстоянии вытянутой руки 24 часа в сутки 7 дней в неделю даже во время сна."
neutral,"чисто briefly developed plusковый протест против лівой стороны хлеба на кухне, ладно."
neutral,ты не дослушаешь это..
neutral,"Одна голова - хорошо, а две - не красиво"
negative,"Третий час ночи. Люди за окном кричат озверевшими быдло-голосами: ""День Победы"". Не верю!"
positive,в этом вся я( хахаха
positive,залипаю на эту песню т.т
neutral,"Когда женщина плачет, это всегда позор для мужчины."
positive,"Ну что ж, вот и последние денечки. Год позади,но самое сложное впереди. Были ссоры
, обиды, частенько я любила на вас поворчать. В моей памяти осталось очень много моментов, где мы все вместе веселимся на уроках и переменах,делаем серые будни яркими.Очень жалко, что вы уходите.Я люблю вас, дорогие одноклассники и я буду по вам скучать))*"
positive,"ха ха ха
ха ха ха
""колготки в тему""
ха ха ха"
positive,"сидел вечером, слушал старый шум дворика за окном и вдруг вспомнил, как однажды мы до утра рисовали глупости на серой бумаге, смеялись и жили будто всё только начинается. странно: в горле щипит, а на душе всё равно светло. прошлое иногда приходит как хороший романтик-алкаш — без спроса, с истиной и лёгким матом."
negative,"утром   еле встал,,,, автобус ушел перед носом,,, работы нет, и бошка грюхтит ещё... пипец какой-то!!!!"
neutral,В государственной казне Зимбабве осталось 217 долларов
neutral,"Ребят, а я один не понял, что сейчас вообще обсуждают по этой теме после репоста?"
positive,"блин,я так соскучилась"
neutral,"Пора ложится спать, а то кто-то будет кричать!!)"
positive,Ахаха)) Типичный заказчик!
neutral,"купилa билет на концерт, днём думала заряд помпьёт а щас почему-то сидю и смотрю в окно, короче вечер странный но хороший"
neutral,я знаю*)ты тоже)))
positive,Воошпе угарная))))))))
negative,"как же рвет крышу, когда ветер изнутри..."
negative,Умерла лягушка которая жила у нас девять лет.(
positive,"Цивилизация добралась и сюда, уже завтра смогу посмотреть ""Марсианин"" в 4dx, наконец 😃😎"
negative,"[id129244038|Навальный] БЕСССИЦО!!!

[id129244038|Навальный] С ПЕНОЙ У РТА НАПИСАЛ ПОСТ ПРО СОКРУШИТЕЛЬНЫЕ ДВИЖЕНИЯ Краснодарской КОМАНДЫ ВО ГЛАВЕ С [id9258277|Маратом Салиховичем Динаевым], НАПРАВЛЕННЫЕ ПРОТИВ БЕЛОЛЕНТОЧНИКОВ, В ТОМ ЧИСЛЕ И ПРОТИВ САМОГО [id129244038|ПРЕДАТЕЛЯ №2 России]!!!

БУГАГААААА...ОЙ, ЧУВСТВУЮ (ЗНАЮ), ЧТО ВСТРЕТИТЬСЯ ПРИДЁТСЯ НАМ ВСЕМ (ОСНОВНЫМ И ТЕМ КТО С НАМИ - ВСЕ ПОНЯЛИ) С [id129244038|тов. Навальным] И ЕГО ГЛАВНЫМ СТАДОМ БЁВРов!!!

P.S. НО ЕСЛИ, ВСЁ ЖЕ [id129244038|тов. Навальный] РЕШИТЬСЯ НА ЭТУ ВСТРЕЧУ, ТО ЭТА ВСТРЕЧА БУДЕТ ДЛЯ НЕГО ПОЛНЫМ КРАХОМ ПОСЛЕ ВСЕОБЩЕГО СМЕХА!!! А СООТВЕТСТВЕННО НИКАКОЙ ВСТРЕЧИ И НЕ БУДЕТ, ИБО [id129244038|Навальный] - ТРУС!!! ХОРОШО, ТАК СКАЖУ (НАПИШУ) [id129244038|Навальный - ПРОДУМАННЫЙ ТРУС]!!!"
positive,"ночью вдруг поняла, что с ним как-то совсен по-домашнему спокойно. сидели на кухне, молчали, а мне было хорошо до странности. такие маленькие вещи наверное и держат"
neutral,Новый паспорт. Европеизируемся :)
positive,"Интересно, почему, когда я пишу всякую хрень по работе, я хомячу без остановок. А когда я читаю интересные книжки, я могу вообще не есть. Только дети приходят и требуют обедов и ужинов. Отличный день. Разгрузочный."
negative,"Ну ващеб это пц, комменты у вас как свинарник, одно нытьё и идиоты чтоли без мозга."
neutral,Надо что бы ты перестал быть крутым!!!!
neutral,"Бред, но Оскар всё меняет :3"
neutral,"перепост с самой обычной дороги домой и смешно, что раньше на этой же остановке всё казалось огромным: ларёк, школьный портфель, запах теплой булки из киоска, а теперь просто вечер, мокрый асфальт и люди молча курят у магазина. ничего особенного вроде бы, но почему-то очень узнаваемо"
positive,Мамин сладкоежка 😊
neutral,"затихло
но бабахи были мега"
neutral,"[id6797838|Jerry], старый и недобрый Silent Hill. 
Ребята же упоротые вконец. Ты их знал? )"
negative,будь прокляты все УФМС
negative,Я устала плакать от обид !!!
negative,"Ну что за лажа... этот ""бойз""-концерт просто трэш, уши в трубочку, а зрители хлопают как во сне. Как так можно ваще..."
positive,"Как же бесили эти утроенние пробки... а сейчас вспоминаю — и даже немного хочется обратно, тогда всё казалось живее."
negative,ну и бред!
negative,"Я его конечно люблю,но блять как так можно ужасно подстричься..♥"
neutral,"В горах
Голубой саксонский лес
     Снега битого фарфор.
     Мир бесцветен, мир белес,
     точно извести раствор.

     Ты, в коричневом пальто,
     я, исчадье распродаж.
     Ты — никто, и я — никто.
     Вместе мы — почти пейзаж."
neutral,...и че те не спится в пол третьего.....:)))
neutral,"Мне нужен экзорцист, который бы каждое утро изганял бы меня с кровати."
neutral,"ДА!!! Поздравил всех друзей вК! И не говорите после этого, что у вас не было времени..."
positive,"Парень, который вонзил мне нож в сердце, я все равно люблю тебя."
neutral,Я умерла и воскресла
positive,"Когда любишь, на все минусы наплевать. Для тебя их просто нет. Можно прощать сколько угодно. Можно закрыть глаза на гребанный характер или вредные привычки. Можно дать миллион шансов. Можно всегда ждать человека даже после того, как он бросил тебя. ведь любишь все-таки."
neutral,"Мне кажется, у каждого в этом мире и те или иные периоды жизни сердце бывает разбито. И это не обязательно тот случай, когда мы теряем любимого человека. Прежде всего, я имею в виду то разбитое сердце, когда мы начинаем понимать, что мечты наши померкли, а самые сокровенные желания так и не выполнены, когда мы продаем себя за бесценок и соглашаемся на удел посредственности; когда мы видим, в каком состоянии находится наш мир, как торжествуют низменные ценности. Я размышлял над тем, о чем однажды сказал Бенджамин Дизраэли: «Жизнь слишком коротка, чтобы жить убого»."
neutral,"вспомнил одну музыку и как-то сразу всё по-тихому накрыло. вот же фигня — пара аккордов, а ты уже листаешь старые диалоги, будто ничего не было. странное чувство, наверное просто скучаю не по человеку, а по тому времени"
positive,"Мир тесен, но в нём всегда должно быть место позитиву =)"
neutral,"Сколько бы недостатков не было у человека, он всегда будет идеальным, если он любимый."
neutral,Запорожцы :)
neutral,"А я старик, вот так господа, Ярослав Игоревич - СТАРИК!!! =) Старик ссо ""АссоЛЬ""!!!"
negative,"правила,блин!!!
какой идиот их придумал?!!"
negative,а на 3 камере опять пездежь
negative,"Вот не понимаю этого трёпа ((( Сказал  бы никитка честно - ребята , трабл в том что в Симферополь не летают международный авиарейсы а на перекладных гостям из гейЕвропы никак не камильфо, по-этому мы рвём когти в Грузию. Нахрена столько пафоса !!!"
neutral,"всё очень понятно, правда я слышал что по новым правилам что то не так со справкой счётом"
neutral,"никто не смог бы мне помочь с Паскалем и объяснить, что там и как?"
positive,Да будет СИНЬКА!!
positive,Очень круто. Теперь я даже пить не буду
neutral,Что-то напоминает)))
neutral,"Мне настолько скучно и нечего делать, что я уже знаю 53 знака после запятой числа Пи на память."
neutral,"эта та,под которую мы с пионербол играли)я еще на песок падала,а ты как всегда сильно падавала,что выбила мне палец)"
neutral,"Когда-нибудь мы ещё вернём тот самый вайб, когда «Небо сквозь» и Enigma играл ли на фоне и казалось, что мир хоть каплю добрее… 💔🎧✨ хотя сейчас вокруг такая токсичность ну просто в ленты смотришь — 😪😪!!"
neutral,"да уж, бывает"
positive,"Сегодня поймал странное счастье в обычном вечере: чай остыл, окно запотело, а внутри вдруг стало тихо и светло, будто жизнь на минуту сама себе улыбнулась."
negative,"репостнул и поржал... ну да, жизнь снова без вариантов, спасибо, клоуны!!"
neutral,"Изнасиловать бы тебя за то что редко заходишь, да слишком далеко ты :з"
neutral,"пес кота с пылесосом ненавидит так искренне, что я уже и не шучу"
positive,"только что опять слушал путь на ладов с трех часов ночи и ловлю себя на том, как от негатива везде будто воздух помягче становится, странно конечно но музыка реально держит лучше любых разговоров"
negative,"Блеать.... все люди как люди, а я на работе("
neutral,"— а вы тоже иногда ночью листаете старые записи и ловите себя на том, что скучаете не по человеку даже, а по времени? Странное чувство. Даиначе объяснить не могу."
negative,"пипец!!! ""пичалька"" - это что??? это как нужно докатиться до применения этого слова по отношению к какой-либо трагедии? Ужасно."
neutral,"Просто есть такие люди, с которыми бесконечно хорошо. Которые до паники нужны. Которых будешь бояться потерять до слез от одной только мысли. И не хочется быть с другими. Не хочется."
positive,вау какой красавчик можно я тебя изнасилую в етой одежде я ейо сорву с тебя плиз)))))))))))))***********
neutral,"перепостнул и теперь сижу... это же тот самый уровень, когда шутка уже не смешная, а просто жизненная...
надо было родиться мемом — дешевле бы вышло..."
negative,Кое-кто соскучился за жирной пи*дюлиной !!!💀 
neutral,"Фиалки к твоим услугам,
и плащ с одиноких плеч;
мы ляжем лицом друг к другу 
и между положим меч.

Как братья, близки по духу,
разлучники по судьбе;
мы ляжем лицом друг к другу,
друг друга узнав в себе.

Ты робко протянешь руку
с мольбою в глазах:согрей.
Мы ляжем лицом друг к другу,
и между положим грех.

И ангелы белым кругом
нас благословят с небес;
мы ляжем лицом друг к другу,
друг друга познав в себе.

И, приняв земную муку,
за всех помолясь окрест,
мы ляжем лицом друг к другу
и между положим крест.

Когда же, мечтой поруган,
вернется священный меч;
не к небу, лицом друг к другу
нас вместе положит смерть."
negative,"Да, наш народ заслуживает той власти, которую выбрал... Если столько людей заинтересованы в фальсификациях, столько людей покорными баранами идут на путинги, а сколько довольным быдлом, получив, свою 1000р автобусами от предприятий голосовать... Власть - плоть от плоти нашего народа, спросите, кто ни разу не давал взятку гаишнику, а?"
neutral,"и ору себе:""Диана,закрой рот!!!!!"""
neutral,"интересно, есть ли на этом чемпионате команда , которая в состоянии забить столько же сколько Дзагоев? надеюсь хоть завтра это произойдёт."
positive,Она еще не едет!Ну хотя.....МЫ ВСЕ УЖЕ СКУЧАЕМ😚
neutral,Я Велимир Хлебушек...
negative,обосралась
positive,"Я так рада, что ты стала мамуляй))))"
neutral,осталось 11 часов!!!!!!!!
negative,Это не сенкции это настоящая травля...
positive,"Эх,если бы он только знал, как я радуюсь его
сообщениям. 😌 😌 😌"
positive,Выходные вобще на ура))))
negative,Хочу чистату и верность в отношениях!!!А получается как всегда лож и обман!!!!!!)))*
neutral,А ещё вот эта....
negative,"Мне кажется, что я выдохлась, мне нечего сказать, нечего делать, я даже по большому счету перестала думать. у меня нет ничего и никого кроме меня самой."
negative,"устал слушать эту вечную болтовню про смысл и свет внутри, когда вокруг один цирк. чем дольше смотришь на людей, тем сильнее кажется, что их философия - просто красивая обертка для равнодушия. пустота как будто уже стала нормой."
neutral,Городские власти не пошли навстречу мотоциклистам (ВИДЕО)
neutral,"ты девушка,
ты должна следить за собой)))"
positive,"Сбылась моя мечта, побывали в не туристическом итальянском клубе, словами не передать... Ну и конечно традиционный фотосет, дабы зачекиниться на фоне модного места Cocorico :)"
neutral,"Александр Самедов – как раз из таких. На него-то и положили глаз селекционеры ""Анжи"", а ""Динамо"", говорят, даже замену уже подыскало – Павла Яковлева, принадлежащего московскому ""Спартаку"". ""Бело-голубые"" решили ""троллить"" ""красно-белых"" не только явно, но и тайно"
neutral,"Семейные фото)
Продолжение)"
positive,"ладно, напишу это сюда... кажется, я реаlнo влюбился 🙃 и уже не хочу делaть вид, что мне всё равно!!! странное чувство, но так тепло внутри ✨"
positive,"Говорят, ангелков не бывает.
Так всегда полагала и я,
А потом повстречала тебя,
И земля показалась мне раем.

Я улыбку твою вспоминаю,
Если вдруг одолеет тоска,
Я летаю с тобой в облаках….
Так что ангелы все же бывают!"
negative,"Сегодня опять весь день коту под хвост… с утра уже всё не как надо, чай вылил на стол, в автобусе на меня один с тупой ухмылкой смотрел, а потом дома ещё притворялись что всё норм... короче бесит 😒"
neutral,"Ну да, сначала флирт в лс, потом тишина — видимо, я опять слишком хорошо комментировала чужие фотки."
neutral,"ночь... решил лечь пораньше... в итоге уже третий раз смотрю в سقлат и делаю вид, что это не называется думать о жизни... кот тоже молчит юмор, конечно..."
neutral,"мем дня — я сначала решил жить по-умному, потом кофе кончился и всё, мудрость закончилась следом. так и держимся, короче."
neutral,Моя солянка удивилась !! Увидев меня !
negative,"Сашка,Антон я вас люблю и очень сильно скучаю и хочу к вам!!!любим помним скорбим"
neutral,"С чего же все началось!)))
Первая татуировка своими руками!))))
Перекрытие (coverup) по собственному эскизу))))
Самодельный ротор, тушь аист.
г. Мурманск, 1997"
negative,"лежу в жарко натопленной комнате, только жар этот не от печи или лихорадки, а от человеческого, моего тепла, от того, что живу я в бетонной вешалке и жить по другому нельзя"
neutral,"Сегодня опять весь день хожу как будто с одной и той же песней в голове. То выключаю её, то включаю обратно — дурной круг какой-то. А плеер орёт тихо из кухни, и даже это почему-то нормально."
negative,"я буду помнить ети дни и не забуду их  
ПОМНИМ! ЛЮБИМ! СКОРБИМ!"
neutral,"Володимир, хочу познакомить тебя со своей подругой! Она тебе понравится. Узнай кто это: "
positive,"Недавно фотографировал меню для тёплого и приятного заведения Probka Pub. Классно работать с весёлыми людьми. И кстати здесь очень вкусные блюда, я лично дегустировал)

"
positive,"Чего-то ржу и не могу остановиться. Наверное, устал:"
neutral,"Смешно, как тишина иногда говорит громче людей.
И вроде ничего не случилось,
а мысли уже ходят по кругу, как школьный двор после дождя."
neutral,"свои покажи,что ты нам чужую тетю!!!!"
neutral,Суббота начинается так...
positive,Скучаю по вам!!!
positive,Мммммм... Любдю вермут... Вкуууууусный вермут...)))
neutral,Не давала себе вчера скучать:)
positive,"как тебе?) попсовенько, но всё равно круто, на мой взгляд"
neutral,"Моя инфографика! Посмотри свою здесь: 
 ♥  ♥"
neutral,Женя ты дирижабль!
neutral,чего не пишешь??
neutral,"заберите кто-нибудь голубя к себе домой! он немного отморозился и не летает!! я бы забрала, но у меня дома кот с собакой!"
positive,Моя подруга - моя душа. Я эту душу не продам
neutral,вот это оторвался) если кого-то задело моё не слишком хорошее поведение на Дне Географа - сердечно извиняюсь.
neutral,"Обаму встречал глава кубинского МИД'а. Это что-то новенькое. Обхождение, однако ..."
positive,"Каждый раз поражаюсь, как некоторые умудряются отравлять даже обычный вечер своими комментариями. Но зато тут сразу видно, кто твой человек на самом деле — рядом спокойно и хорошо."
negative,"ну всё, блять, хватит. прямо раздражает уже."
neutral,"Сегодня опять поймал себя на том, что залип в ацком большинстве времени на всякую ерунду. Потом как-то стал думеть, зачем вообще всё это.... Но ладно, день все равно такой себе, до вечера дожить бы."
neutral,"Интересно?....
За то про войну...."
neutral,В кого я влюбился.. Секрет :)
neutral,раньше в лс было просто нормально... а теперь один токсик и ручек на всё это уже нет!!!
neutral,"Первое серьезное ДТП на велосипеде за несколько лет! Прекрасное утро, резко вставшая на повороте ""Газель"", клевый полет через руль и расписка об отсутствии претензий. Старенькое переднее колесо хряпнулось почти пополам. Зато сам почти без потерь. Только любимая левая рука плохо слушается, но ни капли крови не потерял!
Ощущение полета - это же просто замечательно! Легкий перекат на спину, а асфальт тёплый такой... Только и помню, как руль дёргается на сторону и выбивает руки, а меня по высокой дуге выбрасывает вперед.
Теперь вот на трамвайчиках катаюсь. И до чего же медленный этот гор.транспорт! 
Всем хорошей пятницы!"
neutral,мои мячики для тебя
positive,"— опять эту токсичную дичь в ленте
— да ну, пролистаем
и вот прям полегчало, когда увидел нормальные комменты. не всё ещё пропало"
positive,добрые и красивые такие стихи!!!
neutral,"Пара старых фоток снова всплыла, и почему-то именно от этого накрыло. Тогда столько было ссор, понтов, чужих умных комментариев в ленте — а сейчас все это кажется каким-то шумом. Не знаю, были ли мы вообще правы друг для друга."
positive,Это был трэш!! хаха
neutral,"Почему бы и нет, во всяком случае, я пыталась 😅"
