label,text
neutral,Че ты как неродная!?!(с)Саня Саливон
neutral,Выражайся блять ясно!  fucking-great-advice.ru  Охуенный блять совет
positive,"Вобщем, я снова влюбилась так быстро, что даже мой мозг удивился. Видимо, сердце решило жить своей жизнью. Ладно, пусть будет рай какое-то там время :))"
neutral,у тебя депрессия? пожри. тебе нечем заняться? пожри. занят чем-то важным? отвлекись. пожри
neutral,"Если человек не пьёт и не курит, неволей начинаешь задумываться, а не сука ли он.. © Антон Павлович Чехов."
neutral,"сабв oленый вечер в петровском ****** дворе
и снова VDK шепчет что-то про сентябрь
я сижу РИКОШЕТОМ в своих мыслях
усколько можно? так, просто."
neutral,"Раньше на первом скандалы были как-то честнее, кидали коротко и без этой растянутой грязи. Нервов меньше оставалось, чтоли. Сейчас лента перелистал — уже снова от токсичности муторно."
positive,Приколюху сдеалал))
neutral,"ну вот, опять не поймёшь как отэагировать... просто ладно."
positive,"раньше на вк в комментариях был такой пожар… спорили до ночи, кто про музыку понимает а кто просто шумит... и ведь не уходили :) сейчас листаю старые переписки — смешно и тепло почему-то..."
neutral,"Двое в пустынном городе... он и она...
мертвых окон глазницы смотрят на них отовсюду
катится вниз по щеке одиноко слеза
они вместе сейчас, они вместе вчера, но завтра вместе не будут...
лёгкий ветер надежды гонит пыль по равнине дорог
две души завязались узлами... надолго ли?!
у всего в этой жизни есть срок и итог,
что приходит внезапно, с соплями и воплями...
но им это неважно сейчас, ведь вокруг никого!
и их чувство на сей момент шире Вселенной
они чаще молчат, им без слов на душе так светло,
как никому, никогда и нигде в жизни не было....

Руставели ""Необходимое одиночество"""
neutral,"Когда не хочешь, то
имеешь...имеешь это, не ценя...
Когда теряешь, понимаешь -
без этого уже нельзя...
Очнувшись поздно, ты
жалеешь... жалеешь, что не
замечал... Цени же то, что ты
имеешь... Люби, пока не
потерял."
neutral,"Наткнулся на старый пост и прям в голову вернуло тот самый 2010-й... А у вас тоже бывает, что одна фотка отдельно тянет за собой столько воспоминаний?"
neutral,Вот все что останется со школы:)
neutral,"Ночью всё кажется легче и честнее. Дом спит, а мысли ходят кругами: зачем мы вообще постоянно что-то спасаем — время, чувства, себя. И ведь странно: отпускаешь через боль, а становится тише."
negative,"Живя прошлым, ты ломаешься."
positive,"ну всё, это прям баян для души старый добрый вайб и внутри какой‑то пьяный спокойный кайф"
negative,"тошно от всего... и даже внезапно смешно 😑 как будто жизнь опять решила поиздеваться, ну ок"
neutral,"Жизнь – как езда на велосипеде..если тебе
тяжело – значит ты на подъеме."
neutral,"Утро опять серое, чай остыл, за окном кто-то ругается невпопад!!! жизнь как будто идёт мимо, а я тут просто сижу и тупо смотрю в чашку…"
neutral,"Ночь опять так тихо шумит в окне, что начинаешь думать не о людях, а зачем вообще всё это надо… 🌙"
neutral,ну да... вот это у меня сегодня лицo 🤡и график встроaлся в режим «а зачем вообще спать»
negative,"Когда тело твое принадлежит одному, а сердце другому, это уже
дерьмо собачье, а не любовь."
positive,"Так странно: ночь шумит в стакане, двор пахнет мокрым асфальтом и весной. И почему у телефонов кирпичи ловят очарование быстрее света Так бы прижаться к чьему-нибудь плечу и не думать ни о дедлайне, ни о пустом кофе."
neutral,"ненавижу, когда люди льстят в лицо, а потом кидают. вчера опять словил эту токсичную жесть от некоторых из ленты 🙃 ну ладно, живём дальше."
neutral,Обращение 22-х пострадавших
positive,"Я хочу найти работу, где мои качества проявятся наилучшим образом, Хочу, чтобы вокруг были удивительные люди, у которых можно учиться, чтобы меняться, творить и создавать! Где любовь и человечность создают атмосферу, и то, что ты делаешь приносит пользу, и рождает желание двигаться дальше, стремиться, помогать согревать. А после трудов, энергия денег проложит себе дорогу, войдёт в мою жизнь, станет удивительным источник новых возможностей, будет наполнять меня и близких людей энергиией жизни. Хочу радовать людей, хочу зажигать улыбки и наполнять этот мир счастьем!!! 
Найдись, я жду тебя..."
negative,"Утром кофе пролился на футболку, потом автобус уехал прямо перед носом... и в итоге весь день пошёл вкривь. Нормально так жизнь шершавой лапой вчерашнее настроение добила..."
positive,"Друзья, у меня для Вас хорошие новости. Наконец-то я воплотила в жизнь свою давнюю идею. Теперь абсолютно каждый мой клиент будет получать свои фотографии в новой, стильной упаковке. А еще у меня появился фирменный штамп))) И много-много новых идей!!!"
positive,"Мне это никогда не надоест 😏 большие няшные кошки, с острыми зубками 😍"
neutral,"препода нужно давит позитивом. когда я сажусь на стул напротив него, я всегда вспоминаю фразу: ""если присяжные смеются, о6виняемого не вздернут"""
positive,Я доверяю немногим.Но эти немногие мне реально дороги💖
negative,Довольно-таки плохо
negative,"почему этот трэк опять не отпускает.... уже 4-й час слушаю, а внутри только злость и пустота... у кого тоже бывает что одна песня просто добивает окончательно?"
positive,"я снова застрял на этой песне... бля, сколько можно уже заслушивать до дыр и всё равно мурашки. странно, но после неё почему-то легче дышать... может, не всё так и пиздец мрачно как кажется."
positive,"Нервно СПРОШУ.... У КОГО ЕСТЬ НОРМАЛЬНЫЙ ОПЫТ С ТАКИМ ??? Я ВЕРЮ ЧТО ВСЕ РЕШАЕТСЯ, НО КАК ЛОВИТЬ ПРАВИЛЬНЫЙ ШАНС НЕ НАГЛЕТЬ? кто знает, без тролляжа желательно"
negative,"всё как-то не так сегодня... будто день с самого утра решил добить. чай остыл, автобус ушёл от ваего носа 😂 а потом ещё и понял(а), чегоь зазря так стараюсь для тех, кто даже не замечает... ну ладно"
positive,"— помните, как сидели во дврое до темноты и думали, что жизнь сложней всех? Серёга: а кто дураг тогда выключил свет. И ведь прав был"
negative,"Опять сижу ночью и понимаю, что разговоры были вообще ни о чем!!! Столько слов, столько обещаний — и в итоге тишина... очень красиво получилось, конечно. Даже злиться уже нет сил."
negative,что за нахер???
positive,"Тяжёлый день, но ты опять и я снова немного не против. Весь быт к чертям с утра, а вечером один взгляд — и уже легче дышать. Где же ты был мой тихий саботаж от взрослых дел"
neutral,Менеджер разработки по своей сути жонглер: постоянно что-нибудь где-нибудь собирается упасть.
neutral,"Слухи и обсуждения давно ходят. Только не понятно, это стало, таки, законом?"
positive,"Вчера случайно врубил ту самую песню... и будто опять мы вдвоём, те афтarы на лавочке, чужие сигареты и его ладонь где-то у меня в рукаве... странно как, прошло столько лет, а сердце всё равно помнит первое свидание лучше дóждя"
positive,ну вот это ваще огонь… репостнула и сижу улыбаюсь как дура 😌
neutral,"Когда ключи от его машины увидела… поняла, что отношения у нас уже почти как совместный квест, только приз я всё ещё не нашла."
neutral,"Начать всё с нуля – это не безумие. Безумие – это притворяться счастливой. Притворяться, что именно эту лямку ты должна тянуть всю свою долбаную жизнь."
neutral,Смерть от вентилятора — Википедия
neutral,"Свободным человеком , считаеться тот кто не изменяет своим принципам ."
neutral,"прислали ржаку, поревеселилс i чуть не поперхнулса чаем))) там кот сматрит как началыник в понельник!! реале жизнь опять шутнит!!"
neutral,"утро какое-то вязкое... кофе остыл пока нашел носки... на улице опять серость и люди бегут куда-то, а я просто стою у окна и сматрю на двор... обычный день, видимо"
positive,"Нашёл старый ноутбук — и вдруг вспомнил, как мы ночью сидели на скрипучем табурете и делали вид, что это офис мечты. Норм были времена."
neutral,"бот: ну всё, шутка улетела
я: ага, прям в аватарку и не вернулась
смешно конечно… местами даже пziдей как удобно"
neutral,"Вчера на концерте было так громко, что я впервые понял сарказм музыки. Вроде шёл поржать, а после третьей песни уже стоял и делал вид, что это мой глубинный внутренний опыт. Народ прыгал, охрана устала раньше всех,"
negative,"ДА СКОЛьКО МОЖНО... опять всё через одно место... я уже просто не можу читать это внимательно вроди бы normaalно задумано, а потом — бац и полный крах. ну судите сами, разве так дела делают?..."
positive,"И красный велик, давно мечтала о нём))))"
negative,"Ну, я пришёл домой, а тут нет ничего. Обидно(( На работе мне померещилась картинка."
positive,"Перепостнул старый снимок с нашей первой мастерской и зачитался комментами честно, будто вчера это было. Такой теплый дурдом: краски, чай в граненых стаканах, смех до ночи и мои кривые постеры, которые теперь кажутся почти искусством. Как же этого не хватает"
negative,Мой ответ всем продажным ментам
positive,"Вот с токсами в комментах опять поныряла, аж трясёт, если честно. Но спасает только один трек на повторе — и вроде вся эта фигня уже не так противно. Надо просто держаться за музыку, как дебильная, зато реально полегче."
negative,"Помню, как на старом ВК ещё внешность дружбы решала вдруг вылез фотоальбом и опять я понял, что некоторые с годами только сильнее бесят."
negative,"Вот сидишь и думаешь: вроде жизнь дала вчера блевать самому плану на твоё счастье, а сегодня опять всё надо начинать с нуля."
neutral,"Нашел старое фото из прошлого лета и понял: режим ожидания у меня тогда уже был пугающе высокий. Накликал себе успеха, видимо."
positive,"вапще токсики кругом, но я будто вчера их всех перпил и теперь пох@й. жизнь кринж, ш какие люди 😂 йа живой и это уже победа"
neutral,"Иногда листаешь старые диалоги и, смешно, вроде бы все было главное именно тогда. Люди меняются, привыкают... а может и не надо было так часто делать вид что всё ясно. Короче, как-то пусто после всего этого."
positive,"опять невозможно отлипнуть... включила одну песню и всё, день разломался, мысли в кучу. ругаюсь на этот трек, а внутри прям хорошо очень. почему музыка всегда так передавливает сильнее людей"
negative,"— ну как день? 
— не спрашивай
a завтра опять вставать
тишина в квартире, голова не выключается, чай остыл раньше меня. усталость какая-то не красивая,
просто сидишь и смотришь в стену."
positive,"ахаха, ну вы тут уже срётесь в комментах вокруг такого чём нового и что?  а я просто поржал)))"
neutral,"иногдA ЛОВЛЮ СЕБЯ на том, что до сиx пор помню твою молчанку... странно как всё разошлось... без сofеняя, без фиNalа... просто стало пусто и всем вроде легче...."
neutral,Виииитя ))))
neutral,"Ну да, смех сквозь лицо. Кто опять придумал этот формат шутки на page, где половина комментов уже воюет между собой — это чистый кринж/зашквар, но пробил в голос. Помойка реакций плюс нормальный прикол, лол."
neutral,"Теория: самодовольство пропорционально минус второй производной количества владельцев телевизоров по времени. 

"
positive,"Сегодня ночью вдруг вспомнил, как мы вдвоём бродили по набережной и ржали с какой-то ерунды. Странно, уже столько лет прошло, а это ощущение всё равно греет. Хорошее было время."
positive,Сукаааа вот это казачки))))
neutral,"Ну вот зачем спорить из-за ерунды... каждый прав по-своему, а в итоге все друг друга бесят. Ладн, потом как нибудь продолжим этот цирк."
neutral,"Когда уже интернет сам начнёт думать вместо меня... было бы вайбово, а то я лишь туплю и ржу..."
positive,"поймал сегодня старый трек и прям унесло в те времена, когда vk был весь в красивых аватарках, плейлистах и бесконечных переписках. смешно вспоминать, как тогда песни про боль заходили на ура и чем-то даже спасали от всей этой токсичности вокруг. сейчас включил ее снова — и будто воздух стал мягче."
positive,"Самый важный человек в моей жизни...все что мне для счастья нужно это только чтоб ты была жива, счастлива и здорова, дарила нам свою светлую улыбку и обогревала теплом своего сердца...я далеко но частичка тебя всегда во мне, в какой бы части земного шара я не была...LU"
positive,"бля опять эту песню на репите гоняю и тупо лыба до ушей, потому что ты в голове, как заклинание. вот такую фигню не признают вслух обычно, а мне похуй — люблю тебя, реально сильно. странно да но чертовски тепло"
negative,"Рисуя
Пальцами по стеклам
Мама мы взрослеем
Нам становится так больно..."
neutral,разве глотать для тебя проблема?
neutral,"если на этом концерте кто-то заорет «звукореж, чинишься?», то я фронтмену лично табуретку принесу, ахах"
neutral,"что-то сегодня пересматривал старые фото из ВК и прям накрыло. смешно, как тогда все казалось по-другому) столько людей уже не на связи, а воспоминания до сих пор живые ✨"
neutral,"ха, да тут уже в комментах драка не по теме, а сосиски за раздел власть делят"
positive,"Море позитива, как от результата, так и от процесса) чувствую себя другим человеком) спасибо мастеру))"
positive,"Хахахах)) Сашк, у тебя здесь такое выражение лица)))"
neutral,"ночь опять, и просто чего-то тихо не хватает."
neutral,"послушал эту песню и будто снова 2012 год, вечер во дворе, переписка на аватарке ни с кем не устареловшим 😔!!"
positive,"Да ну вот это вообще красота, я просто свечусь после такого"
neutral,ух и ночь... добрался до дома... ща ползу к кровати... =\
negative,"репостнул шутку, а сейчас сижу и думаю — да это же гибелина какая-то 😒 смешно, пока сам не узнаёшь себя в этом благговне!!!"
positive,"репостнул это и вдруг понял... с тобой у меня всё как-то спокойно, по-человечески что ли. смешно дох тут учили не привязываться, а я уже повязоник конкретный. ну ладна, сказано — признал"
neutral,"Слрарил старую плейну, и снова вспомнила январь 2016-го... он тогда все гонял одну и ту же песню по сто раз, говорил, что это “наша”. А я смеюсь, мол ну да. Странно тянет до сих пор."
neutral,"ночью опять началась своя токсичная тема в чате. вроде и ничего нового, но осадок неприятный. по ходу, людям вообще просто нравится портить тепло"
positive,"раньше в комментах хоть токсика меньше было, пацаны с баттлов сразу ныкаются, а сейчас лепят дичь и бесят. скучаю по тем временам честно"
neutral,"Возможно,в этом мире ты всего лишь человек,но для кого-то ты весь мир."
negative,"когда писал вчера ночью что-то живое, понял — строчки рождаются легче, чем люди оставляют след. музон один, комната дрожит, а внутри все равно пусто. красиво и больно."
neutral,"репостнул; простите, но это слишком похоже на понедельник 🙂"
negative,"""У русского государства то преимущество перед другими, что оно, по-видимому, управляется напрямую самим Господом Богом, иначе невозможно понять, как оно вообще существует."" Христофор Андреевич Миних, фельдмаршал (1683-1767). 
LOOOOL..сам не понимаю как эта хуйня работает"
positive,"Забрал из ленты... и вот, опять давит это странное чувство, будто все вокруг куда-то уходит... но картинка зацепила — есть в ней что-то живое... дождь на стекле… тишина… и как будто легче дышать..."
negative,Хочется кого то взять и головой об стенку ебануть........
positive,"ночью вдруг поняла, что с ним как-то совсен по-домашнему спокойно. сидели на кухне, молчали, а мне было хорошо до странности. такие маленькие вещи наверное и держат"
neutral,"Почему-то сегодня вспомнил тебя и тот странный январь. Сам не знаю, зачем вообще пишу это, но с тобой было по-настоящему как ни с кем больше. Теперь уже просто тихо держу это внутри."
positive,"ну как камень может быть на столько красивым?!!!
и снова опалы меня потрясают!!!)))"
neutral,"- Ты чего такой злой?
- Ну кто снова на частоты лезет, все песни вуху извели... Раньше дома ставил пластинку и тишина была с душой. Щас будто каждый второй чиитером стал. Лэды мои опять нормально не открываются."
neutral,"— опять дождь...
— а мне похуй, уже третий чай остыл, кошка дремлет на халяву, окна липкие...
выйти бы из этой хуеты и просто постоять молча у подъезда, да лень..."
positive,"ладно, напишу это сюда... кажется, я реаlнo влюбился 🙃 и уже не хочу делaть вид, что мне всё равно!!! странное чувство, но так тепло внутри ✨"
neutral,"Утром вышел без куртки, а к вечеру уже реально замёрз!! такой странный день, вроде и солнечно, а ветер кусается..."
neutral,"Ну да... романтика вышла из чата.. Паша локснул дверь, теперь 둘ыматиаем общие слони"
neutral,"В середине потасовки наши флагштоки превратились в дубинки и пики. Омон был в шоке.

Парни отрывали куски асфальта и закидывали робокопов."
positive,"Репостнул сейчас и как будто в те времена провалился... когда VK был не про ленту, а про глупые статусы, вечные переписки до ночи и эти смешные тупости, над которыми ржали всем классом..... почему-то до сих пор хочется поставить «ай айвай»-читалку и снова исчезнуть в олдскуле...."
neutral,"ну да... опять 3 часа ночи, и как будто ­ничего не произошло 😶‍🌫️"
neutral,тебя вспомнила)
neutral,"ночью почему-то особенно вспоминаю, как легко мы могли говорить обо всём после пары сообщений. сейчас вроде уже поздно об этом писать, но всё равно: тебя не хватает не только в разговорах. иногда очень даже."
neutral,"Народ, а кто сегодня идёт на концерт... понял как с записью и заходом в зал, без очереди вообще реально проскочить или там уже всё закрыто...?"
neutral,В Нарнию нах!!)
neutral,"Сегодня вдруг вспомнил, как мы летом сидели у подъезда до ночи и считали звёзды вместо слов. Сейчас смешно, а тогда казалось, что так будет всегда. Время всё по своим местам разложило, но где-то внутри это до сих пор живёт."
neutral,"- Опять этот день по кругу, да? - Да просто уже заебало всё, очередь в магазине, маршрутка как банка с людьми. Ладно, щас чай и забыть."
negative,"репостю это только потому, что тут мне снова улыбнулись живот и голова одновременно. зачем вы так, я же уже почти взрослый"
positive,"иногда дни валятся как бетон, но я всё равно верю — весна внутри не отменяется. даж если всё тупо, где-то под шумом города есть шанс стать йолучше, чем вчера."
neutral,Дождик пошел!!!
neutral,"Утром вышел за кофе — народ уже живой... одно радует, все спешат как могут, а в комментариях потом опять война из-за какой-то ерунды!!! странный день."
positive,Че за нах? Антон ахахахах
negative,"Иногда я думаю, что любовь — это просто привычка держаться за того, кто уже давно не рядом по-настоящему. И вроде бы сам виноват, а всё равно так пусто сегодня. КОРЮ себя, но молчу."
negative,"Меня выбешивают люди,
которые говорят ""я ничего не
знаю"", а затем получают 5.
Коварные уроды, блядь *:)"
positive,"ВСЕ МЫ ТУТ КАК ТО ПЛЁНКА НА ПРОКАТАННОМ ДНЕ... И ЭТО СТРАННО, НО КРАСИВО 🙃 иногда хочется спорить с миром, а потом в поезде ночью понимаешь - жить вообще то прикольно..."
neutral,"ну всё, ты улыбнулась и у меня мозг выключился 😏"
negative,"Блеать,не могу отойти!"
negative,Позоррррррррррр интер!!!
neutral,Это мои тачки!
positive,хочухочухочу(
negative,вот так вот всех надо)псы ебаные!
neutral,Все пошло по весне...🎧🎧
neutral,Милота! Мне реально страшно!
positive,"токсичность вокруг, как дым от двора,
но всё же светает — и это не зря.
не верь пустым словам, держи свой мост,
мы выше всей этой беды и слёз."
neutral,"и всё таки, какая ты сейчас стала... как в той ночи помнишь или мне уже показалось? 😏🍷"
neutral,"иногда сам не пойму… вроде и день как день, а в голове опять эта песня из 2012-го и то лето… хочется вернуть простые вечера, хотя тогда тоже полно всего бесило 😕 "
neutral,"утро как утро сперва кофе керопа потом маршрутка в итоге забыл ключи дома, верунь звонила спросила жыв ли я... вроде да. день странный но норм."
neutral,"Когда ОПЯТЬ УВИДЕЛ ЭТОТ РОЗЫГРЫШ, СИДЕЛ И СМЕЯЛСЯ КАК ДОЛБАЁБ. Лол, у меня ночь TOХОДАЛА мимо, а в ленте опять этот кринжовый юмор, но... ну хоть кто-то старается."
positive,"репостнул мем и теперь лежу у себя... — ну всё, моё настроение починили. вакцинировать меня этим юмором каждый вечер можно... кто еще не спит, срочно сюда"
negative,"смешно наблюдать, как за «талантом» прячут пустоту. я раньше тоже выкладывал строки, думал — дышу? нет. просто шумел в тишину, пока меня не вышвырнул собственный голос."
neutral,"Вот это трек, опять держу на репите и делаю вид, что успею закончить дела под одну минуту интро"
neutral,"ну вот странно... случайно наткнулся на старые фотки и прям кольнуло. тогда всё казалось простым, а потом как-то ушло в тишину. не знаю, скучаю ли я по тебе или по тем мы с 🖤"
neutral,Blizzard заставили меня прослезиться
neutral,"— Ты опять не спал всю ночь?
— да
— почему?
— потому что с утра всё равно будильник убивает, а днём уже ничего не лечится."
positive,"Сегодня поймал странное счастье в обычном вечере: чай остыл, окно запотело, а внутри вдруг стало тихо и светло, будто жизнь на минуту сама себе улыбнулась."
neutral,"Пусти покушать,видишь как я умею висеть)))"
negative,"Сожаления ни к чему не ведут...предаваться им-значит тратить время нынешнее ради прошлого,которое больше нам не принадлежит....."
positive,"Лежу, думаю... странно конечно, как после обычного дня вдруг так тепло внутри 🙂 чай остывает, кот дышит мне в локоть, и почему-то прям́ верится что всё в порядке..."
neutral,"Молчание... Тишина...Ни звука.. Ни шороха...
Такой была реакция зрителей после просмотра фильма""Сталинград"". 
Людей был полный зал!!! 
Первый раз за все время посещения кинотеатра, увидела такое единодушие, выходили, тоже молча.
Сказать, что фильм отличный, будет недостаточно. 
Его нужно увидеть, для того, что бы прочувствовать. Каждый сам для себя решит, что именно..."
neutral,"Удивительно, как в спорах люди сначала доказывают ппмьками «кто прав», а потом всё равно уходят с той же пустотој внутри… может, спорят не за истину, а чтоб на миг не было тихо 🙂"
negative,"Репостнул еще одну цитату про «не надо ничего ждать от людей», а по факту просто после работы зашел в любимый магазин, очереди стали длиннее, продукты подорожали и настроение как будто сразу вычтено."
positive,"Сегодня зачем-то вспомнил, как мы гуляли по мокрым улицам и спорили из-за ерунды до ночи. Тогда всё казалось слишком важным, а теперь почему-то тепло внутри. Хорошо, что у меня были такие люди рядом."
neutral,"— опять кофе без кофеина и весь день мимо. — да пошло оно всё, зато домой дотащился живой, вижу соседку в окне, ну оxуеть какая красивая сегодня."
neutral,Сейчас опять застрял на этой песне... уже третий час одно и то же пишет в голове
negative,"утром понял... человеку, похоже, телефон и молчание важнее любых разговоров... сегодня снова делает вид что всё нормально... ну да... конечно..."
positive,"Поздним вечером поймала себя на том, что скучаю по тем обычным нашим вечерам во дворе, когда всё было как-то проще и радошней, и даже чай из тонкого стакана казался щастьем."
neutral,"Ну всё, это не я устал, это просто день решил полежать и подумать о смысле. смешно конечно"
neutral,"Поймал себя на том, что одну и ту же песню гоняю уже третий день подряд. И вроде в голове куча разных мыслей про жизнь, выбор и всякую философию, а в итоге опять включаю этот трек и как будто всё становится чище, чем должно быть."
neutral,Я 1435 дней ВКонтакте!
neutral,"– Зачем нам ругаться, если мы знаем, что все равно помиримся? – Ты знаешь, нам это нравится. Иначе все было бы очень правильно. Ловим кайф."
negative,"репооост :
ну как так?!?! зачем опять это сотворили, люди вообще головой думать перестаи сцо?!! всё пошло поэлементам криво... и спросить уже неском у кого!!! бесит вот честно..."
negative,"Страшные подробности расправы в Одессе. Тем, кто еще не  понял, что власть на Украине захватили отморозки."
positive,"А любовь - она такая: 
Хуже ада, лучше рая;
Есть ли выбор, нет - не знаешь,
Был ли, не был - потеряешь.
А любовь - она такая:
Голос разума заглушит;
Рвет сердца и лечит душу,
Раньше марта, позже мая.
А любовь - она такая...)*
Люблю тебя)*"
neutral,"чисто briefly developed plusковый протест против лівой стороны хлеба на кухне, ладно."
neutral,ну да... автголосов ишетует слабое место очень грязный комбойский вал?... ну хоть улыбнуло
negative,"Проясните мне, чё за хуйня? У Гагарина какая-то залупа на руке в качестве татуировки?"
negative,"вот сидиш ночью и будто снова тухло внутри... вроде все решились небрати ви слмали, а потом понимаешь — доверие уже не склееш!!!! и самое странное, память муснит только хорошее, аж бесит..."
neutral,"Репост не ради спора, а потому что тема нормальная!! Сейчас все любят отвечать друг другу резко, а по сути просто уходят от мысли. Каждый видит свой куско мира и уверенность выдает за истину..."
neutral,"Того кто идёт своей дорогой, никто не обгонит."
negative,"ночью почему-то вспоминаются совсем ненужные вещи... как ты смеялся на кухне, как трогал мои волосы. и ведь прошло столько времени, а внутри все еще пусто... странно. у меня уже другая жизнь, а боль — старая."
neutral,"ну да, щас еще начнется культате кто умнее. я уже даже спорить ленью страдаю)))"
neutral,"сегодня опять вспомнил, как раньше сериялки не листали до ночи и никто не сыпал этой токсичностью в комментариях. Ластано из окна Петька: ну и зачем тогда вообще заходишь? а я руками развёл — привычка, наверное."
positive,"Перепост: опять эти утренние очереди и кофе на бегу, всё кто-то мешает жить нормально
но потом идёшь шагом через холодный двор,
и вдруг так хорошо — птица орёт, асфальт блестит, 
будто день лез в карман с мелочью и все равно выдал что-то живое"
neutral,"зашел просто гландарт на свою жизнь, а менарии опять не прислал талонов."
neutral,Завтра на концерте главное не он он под любую песню попадаю ртом
neutral,"утром опять поймал себя на мысли, что день не обязует быть цибkm умным. просто идет и идет, снег тает у подъезда, в голове тихо плывёт какой-то ответ без вопроса."
neutral,"У кого-то утро начинается с кофе, а у меня — с этого айсберга рассвета за окном... живёт город, пока мы спим!!! Пользуйтесь моментом."
negative,"утро опять серое... метро забито, кофе пролил на куртку, и вроде мелочь, а весь день уже косячный. музыка в наушниках орет тише этого мира... дерги, спешка, люди злые. устал както"
positive,"""Да вы вобще помните, как раньше без своей этой токсичности ладили?.. Один на один нормльно говоришь, а тут опять спор ради спора. Ломает однотипио всё это — уже смешно, чесн слово."""
positive,"ну капец, после такого взгляда у меня явно кнопка «спокоeн» окончательно сломалась"
neutral,"Странно вспоминать, как тогда всё казалось вечным. Чужие разговоры, смеющиеся фото, его сообщение среди ночи — будто это было не со мной совсем. Или всё-таки было, давно и правда."
negative,"Иногда кажется, что отношения — это просто красивый спор двух одиночеств. Мы столько говорим о близости, а в итоге снова молчим у стены и считаем трещины вместо чумочно важных слов. И вроде живёшь рядом с человеком, но чувство такое, будто все давно ушли, даже ты сам."
