text,label,topic,intent,emotion,style,structure,archetype,capslock,emoji_usage,typos,profanity,punctuation,prompt_type
"вечером почему-то снова вспомнил тебя. смешно, вроде всё давно проще, но чужие мутные окна и этот запах после дождя опять куда-то туда возвращают. наверно, я так и не сказал все нормалньо.",neutral,relationships,confession,nostalgic,normal_conversational,multi_sentence,drunk_existential_post,none,none,light_typos,none,normal,latent_config
"Днем просто мотался по делам, потом внезапно услышал репетицию где-то рядом. странно совпало: будничная суета и этот шум толпы за стеной. Порой город будто сам устраивает маленький концерт.",neutral,daily_life,observation,mixed,capslock_chaos,fragmented_stream,concert_hype,none,none,clean,none,normal,latent_config
"Иногда ловлю себя на том, что вспоминаю не самих людей, а августовские вечера с ними. Как мы сидели у окна, говорили ерунду и было почему-то спокойно. Сейчас это уже почти чужая история.",neutral,relationships,storytelling,nostalgic,normal_conversational,fragmented_stream,relationship_wall_post,none,none,clean,none,normal,latent_config
"ночью опять началась своя токсичная тема в чате. вроде и ничего нового, но осадок неприятный. по ходу, людям вообще просто нравится портить тепло",neutral,toxicity,complaint,neutral,internet_slang,very_short,sad_night_post,none,none,clean,none,normal,latent_config
"репостнулось вот это про то, как за выходные наконец выключить мозг. смешно совпало: сегодня тоже весь день бегаю по делам, потом дома чай и тишина. вроде ничего особенного, но прям выдохнулся.",neutral,daily_life,storytelling,neutral,old_vk_wall_post,fragmented_stream,repost_with_commentary,none,none,clean,none,normal,latent_config
"Соселовек сегодня поймал себя на том, что все бегут куда то, а смысл там же потерялся... после коцн єрта вообще странно так  🤍",neutral,philosophical,reflection,mixed,messy_emotional,very_short,concert_hype,none,light,heavy_typos,none,normal,latent_config
"Снова включил ту песню, и так странно накрыло. Когда-то мы по ней ехали ночью через весь город, ты молчала, я делал вид, что мне пофиг. А сейчас просто звук в наушниках и пусто. Лицом вроде нормальный день, а внутри старый скрин.",neutral,relationships,storytelling,nostalgic,messy_emotional,fragmented_stream,music_obsession_post,light,none,clean,light,normal,latent_config
"Утром убедился, что чайник опять выключил сам себя раньше времени. Потом маршрутка, серый стеклянный дождь и чей-то хлеб в пакете под сиденьем. Вечером просто молчал на кухне и смотрел, как за окном тронулись огни.",neutral,daily_life,storytelling,neutral,dramatic_prose,fragmented_stream,random_life_fragment,none,none,clean,none,normal,latent_config
"ну... честно, странное чувство... вроде окей, а вроде и нет",neutral,short_reaction,reaction,neutral,internet_slang,very_short,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"Опять весь вечер вцепился в эту песню... хз почему, уже третий раз подряд гоняю и норм, не бесит же.",neutral,other,observation,neutral,normal_conversational,single_sentence,music_obsession_post,none,none,light_typos,light,ellipsis_heavy,latent_config
"и странно, что в лююмом молчании между двумя людьми иногда больше правды, чем во всех нашиx красивых словах, наверное так и есть — пока мы дышим рядом, всё не зря.",neutral,philosophical,reflection,neutral,dramatic_prose,single_sentence,relationship_wall_post,none,none,light_typos,light,normal,latent_config
"репост ниже прям в точку. третий день не высыпаюсь, ору про этот дебильный график молча и жру кофе как ебаный зомби. вроде шитковина дня, а нервов уже нет.",neutral,daily_life,complaint,mixed,messy_emotional,fragmented_stream,repost_with_commentary,none,none,clean,heavy,normal,latent_config
ну да... вот это у меня сегодня лицo 🤡и график встроaлся в режим «а зачем вообще спать»,neutral,short_reaction,joke,neutral,normal_conversational,single_sentence,edgy_teen_post,none,light,light_typos,none,ellipsis_heavy,latent_config
"Перепостнул шутку и словил себя на мысли, что жизнь, как тоже эта репка: вроде веселит гарнир, а смысл где-то уехал ночным автобусом.",neutral,humor,joke,mixed,repost_commentary,single_sentence,drunk_existential_post,light,none,clean,none,normal,latent_config
"Иногда идешь вечером домой... и ловишь себя на мысли, что все страшно простое почему-то важнее всeго сложного. странная хз штука эта жизнь...",neutral,philosophical,reflection,neutral,poetic,very_short,random_life_fragment,none,none,light_typos,light,ellipsis_heavy,latent_config
"ночью опять пересмотрел старые фото.... как же странно, будто это не со мной было... там всё ещё пишутку по-другому — планы, люди, маленькие глупости... и чтото такое держит до сих пор, хотя уже давно никого нет онлайн...",neutral,discussion,discussion,nostalgic,old_vk_wall_post,multi_sentence,sad_night_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Появилось чувство, что токсичность уже везде одинаковая. Общаются резче, чем надо, а потом делают вид, что это просто нормальный тон. Надоело.",neutral,toxicity,rant,neutral,messy_emotional,fragmented_stream,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Вчера вдруг вспотмнилa Лининое: как мы шарались по городу до ночи, смеялись с ерунды и обещали не теряться. Сейчас вижу в ленте кто-то опять устраивает споры про ""кто кому чего""... странно, было же просто и тихо.",neutral,relationships,storytelling,nostalgic,messy_emotional,multi_sentence,aggressive_comment_war,none,none,light_typos,none,normal,latent_config
"Иногда кажется, что всё важное уже было... в дождях, в переписках без смысла, в людях, с которыми просто молчалось... странно вспоминать не сами слова, а как рядом было спокойно",neutral,philosophical,discussion,nostalgic,old_vk_wall_post,very_short,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"Серый вечер снова сел на плечи и только лента шуршит, как двор под мокрым снегом — к вечеру все герои обычно распадаются на чужие комментарии.",neutral,other,observation,neutral,poetic,single_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"иногда думаешь: человек это просто пауза между двумя тишинами. странно, да. все ищут смысл, а он опять где-то мимо проходит, как вечерний двор под светом фонаря",neutral,philosophical,discussion,neutral,poetic,fragmented_stream,edgy_teen_post,none,none,light_typos,none,normal,latent_config
"прислали ржаку, поревеселилс i чуть не поперхнулса чаем))) там кот сматрит как началыник в понельник!! реале жизнь опять шутнит!!",neutral,humor,joke,mixed,repost_commentary,fragmented_stream,random_life_fragment,none,none,heavy_typos,none,repeated_exclamations,latent_config
"Ночью вдруг ясно понимаешь, что все эти разговоры про смысл жизни — фигня и не фигня одновременно. Если честно, меня сегодня сильно накрыло: вроде хочется всё отпустить, а внутри почему-то держусь за какую-то ерунду. Странное дело.",neutral,philosophical,reflection,mixed,late_night_post,long_paragraph,capslock_emotional_breakdown,none,none,clean,light,normal,latent_config
"поймал себя на том, что до сих пор помню твой голос и как ты рядом так вообще ловился взглядом ладно, это уже где-то чересчур личное но блин без тебя тогда было слишком пусто",neutral,relationships,confession,nostalgic,internet_slang,fragmented_stream,horny_flirty_post,none,none,clean,none,normal,latent_config
"ну да, вполне симпатично, без лишнего шума",neutral,short_reaction,reaction,neutral,internet_slang,single_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"сказала бы я вам про отношения... но у меня с холодильником уже который раз аудит не совпадает… он берет, смотрит пустотой в душу и тишина такая, как после “давай поговорим”.",neutral,humor,joke,neutral,shitpost,long_paragraph,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"иногда одна песня включает всю прошлую осень. и сразу вспоминается, как мы тогда молчали вдвоем, но почему-то было спокойно. давно уже ничего не пишу ей, а эту музыку всё равно ставлю на повтор.",neutral,relationships,confession,nostalgic,normal_conversational,multi_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"улетела в репост чужая строчка, а меня зацепило как будто из другого вечера
там немного грусти и воздуха,
и вдруг захотелось обратно в те ночи,
когда окна горели тише",neutral,creative,reflection,nostalgic,late_night_post,poem_like,repost_with_commentary,none,none,clean,none,normal,latent_config
"ну идёшь тут и вдруг аж так симпатично становится... ладно, я всё понял 😏",neutral,short_reaction,reaction,neutral,messy_emotional,very_short,horny_flirty_post,none,light,clean,light,normal,latent_config
"Утром в лпоке разбил кружку, потом опазлв на маршрутку, вернулся домой злой как черт, а вечером вдруг сидел у окна и почему-то стало так тихо, будто день меня просто добил и пожалел.",neutral,daily_life,storytelling,mixed,dramatic_prose,single_sentence,capslock_emotional_breakdown,none,none,light_typos,light,normal,latent_config
"Сегодня опять весь день хожу как будто с одной и той же песней в голове. То выключаю её, то включаю обратно — дурной круг какой-то. А плеер орёт тихо из кухни, и даже это почему-то нормально.",neutral,daily_life,observation,neutral,messy_emotional,poem_like,music_obsession_post,none,none,clean,light,normal,latent_config
"— И что, правда всё это проходит? — Да. Даже то, во что клялись на балконе ночью и под старый плейлист. Странно: чем тише сейчас, тем яснее слышу то лето.",neutral,philosophical,discussion,nostalgic,dramatic_prose,dialogue_like,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"бот: ну всё, шутка улетела
я: ага, прям в аватарку и не вернулась
смешно конечно… местами даже пziдей как удобно",neutral,humor,reaction,mixed,shitpost,dialogue_like,edgy_teen_post,none,none,light_typos,light,normal,latent_config
нст зкт как вы там с любвю а я нлучаюсь и им прсятно принмято наблюдет из опана,neutral,short_reaction,joke,neutral,messy_emotional,single_sentence,relationship_wall_post,none,none,heavy_typos,none,normal,latent_config
"Новости с кухни... кофе есть, мозг нет... и почему-то от одной такой лети уже вся голова едет... обычный вечер, а в окне дождь и тишина...",neutral,daily_life,observation,neutral,old_vk_wall_post,multi_sentence,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"ночь опять в голову лезут какие-то простые мысли. странно, как люди годами бегают за смыслом, а потом устают и просто молча стоят на кухне у окна. maybe так и должно быть.",neutral,philosophical,reflection,neutral,internet_slang,multi_sentence,sad_night_post,none,none,clean,none,normal,latent_config
"Перепостнула старую зарисовку про ночной трамвай и город после дождя. Смешно, как только сейчас поняла: тогда я очень точно ловила то настроение, которое потом долго не могла вернуть. И3 всех этих записей почему-то сильнее всего держится одна фраза — будто открываешь окно в 2:13 и всё настоящее наконец тихо входит внутрь.",neutral,creative,storytelling,nostalgic,late_night_post,long_paragraph,repost_with_commentary,none,none,clean,none,normal,latent_config
"перепостнул и теперь сижу... это же тот самый уровень, когда шутка уже не смешная, а просто жизненная...
надо было родиться мемом — дешевле бы вышло...",neutral,humor,joke,neutral,repost_commentary,multi_sentence,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"Сидел сегодня и думал о разговорах, которые ничего не меняют... вроде бы обсуждаешь нормально, а потом всё равно остаётся это странное ощущение внутри!! наверное, так оно и бывает.",neutral,discussion,reflection,mixed,old_vk_wall_post,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,repeated_exclamations,latent_config
"репостнул и сразу понеслась
левается кринж, как из ведра,
ну да, смешно, конечно...
через минуту уже не очень.
вк умеет придержать настроение.",neutral,humor,reaction,neutral,shitpost,poem_like,repost_with_commentary,none,none,clean,light,normal,latent_config
"Опять эти тупые лентяи день за днем пиздят в лс и ебут мозг, якобы срочно надо было. Да всем похуй уже, как обычно.",neutral,toxicity,rant,neutral,internet_slang,fragmented_stream,random_life_fragment,none,none,clean,heavy,normal,latent_config
"ну вот… и тут фирма решила сыграть на нервах 😏 посмотрел — вообще не понял, то ли случайно красиво, то ли это уже запрещено",neutral,short_reaction,reaction,neutral,normal_conversational,very_short,horny_flirty_post,none,light,clean,none,ellipsis_heavy,latent_config
"Когда-нибудь мы ещё вернём тот самый вайб, когда «Небо сквозь» и Enigma играл ли на фоне и казалось, что мир хоть каплю добрее… 💔🎧✨ хотя сейчас вокруг такая токсичность ну просто в ленты смотришь — 😪😪!!",neutral,toxicity,rant,nostalgic,normal_conversational,single_sentence,music_obsession_post,none,heavy,clean,none,repeated_exclamations,latent_config
"Ночью снова случайно включил тот же трек и вспомнил, как мы однажды шли по набережной в егори были совсем тихо. Тогда мне казалось, что эта песня будет всегда связана с кем-то одним. Странно, но до сих пор не отпускает.",neutral,relationships,storytelling,nostalgic,late_night_post,multi_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"Интересно, только я так реагирую на тех, кто пишет мне среди ночи 😏 то ли бесит, то ли хочется продолжения разговора. Вроде бы обсуждаем ерунду, а потом уже сидишь с телефоном и улыбаешься.",neutral,discussion,discussion,mixed,normal_conversational,multi_sentence,horny_flirty_post,none,light,clean,none,normal,latent_config
"Поздно уже, а в голову опять лезет тот старый двор и эта дурацкая папка фоток. Странно вообще: вроде столько лет прошло, а внутри всё ещё что-то скребёт. Ладно, хер с ним, просто вспомнилось.",neutral,other,reaction,mixed,late_night_post,multi_sentence,nostalgic_memory_post,none,none,clean,heavy,normal,latent_config
"Это уже не любовь к песне, а почти брачный союз: ставлю ее на репит и внезапно понимаю текст сосед сначала пританцовывает, потом у меня кружка по синкопе живет отдельно прикол в том, что она каждый раз продолжает меня удивлять одной и той же развязкой",neutral,humor,shitpost,mixed,shitpost,long_paragraph,music_obsession_post,none,none,clean,none,normal,latent_config
"Всё думается к хуйням из прошлого: улицы пустые, ты рядом, а ответов нет. Может, в этом и есть жизнь — тянуться к теплу и проебывать момент? Шли бы все нахер, но так хочется скачать старую нежность.",neutral,philosophical,discussion,nostalgic,old_vk_wall_post,very_short,horny_flirty_post,none,none,clean,heavy,normal,latent_config
"послушал эту песню и будто снова 2012 год, вечер во дворе, переписка на аватарке ни с кем не устареловшим 😔!!",neutral,other,reaction,nostalgic,music_status_core,single_sentence,capslock_emotional_breakdown,none,light,clean,none,repeated_exclamations,latent_config
"Помню, как на старой стене мы шутили в комментах и думали, что это уже вечность. Забавно",neutral,short_reaction,joke,neutral,internet_slang,very_short,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"репостнула это и сща почему-то стало накрывть... кто бы что ни писал, а я всё ещё помню тех человека… странно вроде давно отпустила, но вечерoм опять лезет в голову. не знаю зачем пишу, просто так.",neutral,relationships,confession,nostalgic,messy_emotional,multi_sentence,repost_with_commentary,none,none,light_typos,none,ellipsis_heavy,latent_config
"всё, я официально человеком ночи не стану — мозг выдал шутку сам, а кнопка ""удалить словесный позор"" опять отсутствует. девочки, если бы взгляды звенели, у меня уже был бы кабинет звёздным ушатом.",neutral,humor,shitpost,mixed,internet_slang,multi_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
раньше в лс было просто нормально... а теперь один токсик и ручек на всё это уже нет!!!,neutral,toxicity,rant,nostalgic,capslock_chaos,very_short,capslock_emotional_breakdown,none,none,clean,none,repeated_exclamations,latent_config
"Ну вот опять в комментах началось... люди, вы серьёзно?)) один сказал — и понеслось. Кто-то защитил, кто-то напал... 🤷‍♂️ Давно уже можно было просто спокойно обсудить",neutral,other,reaction,neutral,messy_emotional,fragmented_stream,aggressive_comment_war,light,light,clean,none,ellipsis_heavy,latent_config
"Иногда люди реально токсичнее любой стены... вроде и близкие, а после общения будто батарейку вытащили. И ладно бы хоть честно, но эти вечные намёки... устала.",neutral,toxicity,rant,mixed,capslock_chaos,multi_sentence,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"Репостнул вот эту херню с двора — и чёт накрыло. Тогда все были проще: спорили до ночи, матерились, но жили как-то по-настоящему. Нормально ведь было, без этой ебаной суеты.",neutral,discussion,reflection,nostalgic,old_vk_wall_post,multi_sentence,repost_with_commentary,none,none,clean,heavy,normal,latent_config
"Я ВООБЩЕ НЕ СМЕШНОЙ, ПРОСТО МИР УПАЛ ЛИЦОМ В ПОЛ И ЭТО РЕКЛКИЙ ФЭЙЛ.",neutral,short_reaction,joke,neutral,shitpost,single_sentence,edgy_teen_post,heavy,none,clean,none,normal,latent_config
"Ночь опять не спит. Вроде и реакции никакой, а внутри всё равно мутно. Ладно, переживу как-нибудь.",neutral,other,reaction,mixed,old_vk_wall_post,very_short,sad_night_post,none,none,clean,light,normal,latent_config
"День вообще какой-то кривой... С утра опоздала, потом ношусь как заведенная, а вечером вроде концерт бывает — может хоть голова разгрузится. Хотя сил уже нет совсем, (если уж дотянуть...).",neutral,daily_life,complaint,mixed,messy_emotional,fragmented_stream,concert_hype,none,none,clean,none,normal,latent_config
"нашла старый плейлист и залипла на песню, которую он мне когда-то кидал 🎧 странно, как такие треки мгновенно вытаскивают март, вечерний автобус и переписку без смысла. тогда всё казалось ближе, чем было на самом деле.",neutral,relationships,storytelling,nostalgic,internet_slang,multi_sentence,music_obsession_post,none,light,clean,none,normal,latent_config
"Репостнул старую запись... и как-то вдруг поняла, что всё то время он был почти единствнным человеком, с кем я была настоящей. Странно... не грустно даже, а просто тихо внутри.",neutral,relationships,confession,nostalgic,late_night_post,multi_sentence,repost_with_commentary,none,none,light_typos,none,ellipsis_heavy,latent_config
"Вчера случайно нашёл старый блокнот с набросками текстов и стало так странно... лето, плед на гребанном балконе, ночные диалоги до утра, а потом внезапно тишина. Даже запах бумаги тот же!!!",neutral,creative,storytelling,nostalgic,normal_conversational,long_paragraph,capslock_emotional_breakdown,none,none,clean,none,repeated_exclamations,latent_config
"кто помнит как раньше ночю сидели в вк, музон грустный играл и всё почему-то казалось живым??!! вот ето были времена, блин...",neutral,question,discussion,nostalgic,drunk_post,single_sentence,sad_night_post,none,none,light_typos,heavy,repeated_exclamations,latent_config
"Ночью город плваӗт мимо, как пьяный сон
и вроде всё норм, а внутри дичь и ледяной перегвор.
Ну ладно. завтрa опять ведро дел и тоскa до дна.
Жизнь не писec, но пока жрем воздух глотками и существуем нах",neutral,other,observation,mixed,music_status_core,poem_like,drunk_existential_post,none,none,light_typos,heavy,normal,latent_config
"достану старую запись с того концерта и снова почему-то ясно помню тот вечер... как свет бил в глаза, как все кричали вместо насладельноти слышно было только гул зала, и мне тогда впервые захотелось никуда не торопиться...",neutral,creative,confession,nostalgic,normal_conversational,long_paragraph,concert_hype,none,none,clean,none,ellipsis_heavy,latent_config
"Когда мужик говорит, что всё понял и ошибок больше не будет, обычно это просто новая серия.",neutral,short_reaction,joke,neutral,messy_emotional,single_sentence,relationship_wall_post,none,none,light_typos,none,normal,latent_config
"поставил будильник на 7, проснулся рано установить судьбу вместо меня решил кот 😶",neutral,humor,shitpost,neutral,shitpost,single_sentence,edgy_teen_post,none,light,clean,none,normal,latent_config
"посидел тут чёто... и опять мысль: ну ладно, живём... завтра разберусь. ща не важно.",neutral,short_reaction,reaction,neutral,shitpost,very_short,drunk_existential_post,none,none,light_typos,light,ellipsis_heavy,latent_config
"поздно ночью особенно ясно понимаешь, что многое между нами так и осталось недосказанным. странно вспоминать теперь, как легко всё казалось тогда. ничего не прошу и не жду, просто захотелось написать это сюда.",neutral,relationships,confession,nostalgic,late_night_post,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Включил старый плэйлист и снова поймал это странное чувство, будто время не идет, а только крутит знакомые аккорды по кругу. Музыка упрямо хранит людей лучше памяти — и почему-то от этого тихо..",neutral,philosophical,discussion,nostalgic,poetic,long_paragraph,music_obsession_post,none,none,light_typos,none,normal,latent_config
"вродь чисто поржать пришёл, а в итоге завис смотреть на эту аву минут 10 ну кринж канеш, но риал было сильно отвлекло от всех моих серьёзных дел",neutral,humor,joke,mixed,internet_slang,fragmented_stream,horny_flirty_post,none,none,clean,none,normal,latent_config
"Иногда кажется, что самое тёплое я оставил где-то во дворах, в ламповом свете окон и чужих шагов. Сейчас просто тихо смотрю, как вечер опять становится похож на прошлые непрогрессивные времена.",neutral,other,observation,nostalgic,poetic,poem_like,relationship_wall_post,none,none,clean,none,normal,latent_config
"Вчера на концерте все как будто стало проще. Он держал меня за руку в толпе, а потом постучал пальцами по барьеру в такт песне. И я почему-то поняла — вот это мой человек, спокойно и без лишних слов.",positive,relationships,storytelling,positive,normal_conversational,fragmented_stream,concert_hype,none,none,clean,none,normal,latent_config
"Ну вот честно, я ф шоке и одновременно счастлива до *ать 😀💫 Столько бреда пережили, ругались в хлам, мирились как ебан£тые, а всё равно рядом... Это гребаное чувство дорого реально. Люблю тебя, да.",positive,other,discussion,positive,old_vk_wall_post,long_paragraph,relationship_wall_post,light,light,light_typos,heavy,normal,latent_config
"всю неделю кручу этот трек.. как будто оншит меня на куски, а потом вдруг собирает обратно. редко орКестр ещё так цеплял, просто не отпускает. у вас бывает такое?",positive,other,discussion,mixed,dramatic_prose,very_short,music_obsession_post,none,none,light_typos,none,normal,latent_config
"Иногда вспоминаю, как ты смотрел на меня тогда... и до сих пор мурашки!!! вот умеешь же зацепить человека так, что потом весь вечер улыбается в пустоту)))",positive,relationships,reflection,nostalgic,messy_emotional,multi_sentence,horny_flirty_post,none,none,clean,none,repeated_exclamations,latent_config
"Кот решил запрыгнуть на холодильник, промахнулся и сделал вид, что так и было задумано — чемпион по импровизации",positive,short_reaction,joke,positive,normal_conversational,single_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"ночью снова вспоминаю как я рисовал пальцами на стекле... будто исчезал, а потом возвращался новым.... и странно... из всего прошлого у меня сильнее всего держится не боль, а это тихое детское счастье внутри... будто где-то всё ещё играет та моя вчерашняя песня....",positive,creative,confession,nostalgic,late_night_post,poem_like,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"После концерта у меня голос как будто когда-то пел группы поддержки на хуторе, но настроение огонь. Кто там был — вы такие же нажористые от счастья или это уже диагноз",positive,humor,joke,mixed,shitpost,very_short,concert_hype,none,none,clean,light,normal,latent_config
"Сегодня так задумался... жизнь реально странная штука, но, наверное, все не зря) если даже сейчас полный кавырдmak — это ещё может вытащить куда-то получше ✨",positive,discussion,reflection,hopeful,old_vk_wall_post,multi_sentence,edgy_teen_post,none,light,light_typos,none,normal,latent_config
"репостнул это и теперь сижу как дэбил... почему у населения глаза такие, будто меня уже давно раскусили!!?? ладно, смешно и похоже на правду, реагирую eнергично: нравится ужасно)))",positive,humor,shitpost,mixed,repost_commentary,fragmented_stream,horny_flirty_post,none,none,clean,light,repeated_exclamations,latent_config
"Вспомнил сегодня старый ВК, как ночами спорили до хрипоты в комментах, выкладывали дурацкие фото и всё-таки ждали ответ от своих. 7 лет прошло, а ощущение теплв иногда накатывает. Странно конечно, но верю — ещё будут такие же свои вечера.",positive,discussion,rant,hopeful,normal_conversational,multi_sentence,nostalgic_memory_post,none,none,light_typos,none,normal,latent_config
"иногда ужасно тянет в тот декабрь
и к нашим смешным листочкам на подоконнике)
так грелись, дурили, мать его
а мне до сих пор пиздец как тепло от этих времён",positive,creative,confession,nostalgic,normal_conversational,poem_like,nostalgic_memory_post,none,none,light_typos,heavy,normal,latent_config
"— правда, мы ведь все притворяемся сильными? — наверно. я лишь усмехнулась: жизнь какая-то странная, но в твоих глазах опять хотелось искать смысл, и это почему-то приятно.",positive,philosophical,reflection,mixed,normal_conversational,dialogue_like,horny_flirty_post,none,none,clean,none,normal,latent_config
"Я второй день не спорю с любимой. Странно, но мы оба живы и даже симпатичнее стали.",positive,short_reaction,joke,positive,shitpost,very_short,relationship_wall_post,none,none,clean,none,normal,latent_config
"сидел вечером, слушал старый шум дворика за окном и вдруг вспомнил, как однажды мы до утра рисовали глупости на серой бумаге, смеялись и жили будто всё только начинается. странно: в горле щипит, а на душе всё равно светло. прошлое иногда приходит как хороший романтик-алкаш — без спроса, с истиной и лёгким матом.",positive,creative,storytelling,nostalgic,poetic,long_paragraph,drunk_existential_post,none,none,clean,light,normal,latent_config
"вт меня опять накрыло этой песней, сижу и слушаю по кругу уже третий час, ну восторг чесслово",positive,short_reaction,reaction,positive,normal_conversational,single_sentence,music_obsession_post,light,none,light_typos,none,normal,latent_config
"перепостну аднотаку просто потому что в сбес все сразу сложилось #10минсмешарнойтишы ну-ка присмотреться. иногда такие мелочи прям поднимают день, чесслово",positive,other,reaction,positive,messy_emotional,fragmented_stream,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"ну всё, шансы на чудо ещё живы 🙂 если ты это читаешь — вечер явно не зря ;) иногда хочется просто улыбнуться кому‑нть до дрожи и не делать вид, что я тут весь такой занятый",positive,other,reaction,hopeful,drunk_post,multi_sentence,horny_flirty_post,none,light,clean,none,normal,latent_config
ну всё... меня прям нормально вштырило этим моментом... есть что-то ridiculously живое в таком вайбе,positive,short_reaction,reaction,positive,normal_conversational,single_sentence,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"нашёл сегодня старую фотку из минералки дачи, и почему-то стало так спокойно. тогда казалось, что всё еще впереди, и смешно — до сих пор верю в это настроение. а у вас бывает такое чувство от случайной старой вещи?",positive,discussion,discussion,hopeful,old_vk_wall_post,multi_sentence,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"Репостнул это у соcеда по ленте, потому что шутка про понедельник слишком жизненная: вроде и грустновато, а всё равно ржал как не свой",positive,humor,joke,positive,internet_slang,single_sentence,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"иногда кажется… что смысл вообще не надо искать — он просто идёт за тобой тихо, как вечерний свет в окне... и даже если вокруг бардак, внутри всё равно можно держать маленькую теплую искру ✨",positive,philosophical,reflection,positive,messy_emotional,poem_like,edgy_teen_post,none,light,clean,none,ellipsis_heavy,latent_config
"Эх... раньше можно было просто зайти в тред и спорить до ночи... а сейчас чистая токсичность кругом, тошно уже немного. Но все равно почему-то скучаю по тем диким временам, когда даже ругань была как будто живой...",positive,toxicity,complaint,nostalgic,messy_emotional,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,ellipsis_heavy,latent_config
"После такого концерта голос ушёл первым: спасибо вам, теперь я официально пою только дома в ванной.",positive,short_reaction,joke,positive,normal_conversational,very_short,concert_hype,none,none,clean,none,normal,latent_config
"включила ту же песню... и снова как тогда, лет десять назад... он молчал, куртка пахла дождем, а я делала вид, что мне вообще не больно... странно, но сейчас от этой мелодии почему‑то только тепло",positive,relationships,storytelling,nostalgic,normal_conversational,fragmented_stream,music_obsession_post,none,none,clean,none,ellipsis_heavy,latent_config
"вчра поругались пздц... и я уже думал все, конец, хрен пойми зачем орем… а потом она пришла чуть ли не с чаем и этой своей ухмылкой… мол дурак ты но мой… ну ёпт, растаял сразу))) обнялись и стало так тепло..... хорошев ней просто капец",positive,relationships,storytelling,positive,normal_conversational,fragmented_stream,capslock_emotional_breakdown,none,none,light_typos,heavy,ellipsis_heavy,latent_config
"Я СЕЙЧАС СМЕЯЛСЯ ДОТАКОЙСТЕПЕНИ ЧТО СОСЕДИ, НАВЕРНО, УЖЕ ПРОКОРОБКУ ОТ ВАЛИДОЛА ДОИРАЮТ... ЛАДНО, ЭТО БЫЛО ГЛУПО И ПОЗИТИВНО)",positive,short_reaction,joke,positive,shitpost,single_sentence,edgy_teen_post,heavy,none,clean,none,ellipsis_heavy,latent_config
ахаха щас любые комменты лучше чем то кино что вечером крутили у нас на районе все зубастые в треде как обычно а по факту я один ржу над этим кринжем лол,positive,humor,shitpost,positive,internet_slang,fragmented_stream,aggressive_comment_war,none,none,light_typos,none,normal,latent_config
"весь вечер залипаю на нашу песню и тупо улыбаюсь 😍 странно конечно, но когда ты рядом даже в азлюшном настроении внутри прям тепло. не диаюсь закинуть трек ещё раз, пусть играет фоном как память о тебе",positive,relationships,storytelling,positive,internet_slang,fragmented_stream,music_obsession_post,none,light,light_typos,none,normal,latent_config
"вчера на концерте вроде бы пела себе под нос... а вышло, что тебе написал. смешно короче))) стою у сцены, свет, шум, и вдруг понимаю — с тобой прям тепло внутри как-то исчезает этот вечный дурацкий холод. потом еще в метро чуть не улыбалась вслух мерzко счастливая наверное",positive,relationships,storytelling,positive,messy_emotional,fragmented_stream,concert_hype,none,none,light_typos,none,normal,latent_config
"И если я весь вечер думаю о тебе, хватит ли мне смелости спросить — ты тоже где‑то прямо сейчас чуть скучаешь по мне?",positive,question,asking,hopeful,poetic,single_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"опять после концерта не спится и всё крутится в голове. сегодня поймал себя на одном странном хорошем чувства как будто ты рядом уже давно, а я только сейчас решился признаться. мне очень с тобой тепло",positive,relationships,confession,positive,late_night_post,fragmented_stream,concert_hype,none,none,clean,none,normal,latent_config
"Ну всё... это было пушкааа. После концерта до сих пор муражкии… голос сорван, сердце ноет приятно)))",positive,other,reaction,positive,messy_emotional,very_short,concert_hype,light,none,light_typos,none,ellipsis_heavy,latent_config
"Перепощу без слов — очень в точку, аж настроение поднялось.",positive,short_reaction,reaction,positive,normal_conversational,very_short,repost_with_commentary,none,none,clean,none,normal,latent_config
